"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00351862","1957-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","3.3","0","0.3",",0","14","1,0","8","1,0","0","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","2.8",",0,21,","0",",,0,31,+","0",",,0,31,+","23.9","1,,0,18,","28.3",",0,30,","93.9","4,,,0","2812.8","0","","","","","","","","","130.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.6","1,,,0","0",",,,0","14.15",",0","19.70",",,,0","8.59",",,,0","1126","2,,,0"
"USC00351862","1957-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","10.5","0","7.2",",0","6",",0","3",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","","","","","4.4",",0,16,","0","1,,0,30,+","0",",,0,30,+","12.2",",,0,14,","28.3",",0,05,","114.7","2,,,0","2883.5","0","","","","","","","","","70.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2",",,,0","0",",,,0","16.22",",0","22.70",",,,0","9.73",",,,0","1243","1,,,0"
"USC00351862","1957-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","24.4","0","13.9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","5.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","3.8",",,0,14,","30.6",",0,20,","182.7",",,,0","38.2","0","","","","","","","","","38.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3",",,,0","0",",,,0","17.55",",0","25.58",",,,0","9.51",",,,0","2193",",,,0"
"USC00351862","1957-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","33.8","0","9.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","3.9",",0,28,+","0",",,0,31,+","0",",,0,31,+","4.8",",,0,06,","31.1",",0,23,","149.0",",,,0","83.4","0","","","","","","","","","45.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","0",",,,0","17.18",",0","25.27",",,,0","9.09",",,,0","2239",",,,0"
"USC00351862","1957-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","60.1","0","26.3",",0","3","1,0","2","1,0","1","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","1","","","","2.2",",0,20,","0",",,0,30,+","0",",,0,30,+","32.8","1,,0,27,","34.4",",0,15,","129.3","2,,,0","120.5","0","","","","","","","","","37.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2","1,,,0","0",",,,0","17.97",",0","26.61",",,,0","9.33",",,,0","2145",",,,0"
"USC00351862","1957-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","60.1","0","0.0",",0","17",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","5","","","","0.6",",0,28,+","0",",,0,31,+","0",",,0,31,+","22.9",",,0,13,","24.4",",0,01,","31.2","5,,,0","332.0","0","","","","","","","","","211.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.2",",,,0","0",",,,0","11.51",",0","17.29",",,,0","5.74",",,,0","2006","4,,,0"
"USC00351862","1957-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","60.1","0","0.0",",0","10",",0","7",",0","0",",0","0","1,0","0",",0","0",",0","19",",0","0",",0","0",",0","0",",0","3","","","","-5.6",",0,05,","0","1,,0,30,+","0",",,0,30,+","17.0",",,0,13,","15.0",",0,24,","","","717.1","0","","","","","","","","","385.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.3",",,,0","0",",,,0","5.50",",0","11.43",",,,0","-0.44",",,,0","5605","1,,,0"
"USC00351862","1957-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","60.1","0","0.0",",0","25",",0","18",",0","3",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","1","","","","-4.4",",0,31,","0",",,0,31,+","0",",,0,31,+","46.7",",,0,20,","15.0",",0,08,","","","1101.7","0","","","","","","","","","384.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.7",",,,0","0",",,,0","5.93",",0","9.23",",,,0","2.62",",,,0","3495","5,,,0"
"USC00351862","1958-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","19",",0","16",",0","2",",0","0",",0","0",",0","0",",0","11",",0","1",",0","0",",0","0",",0","","","","","-3.9",",0,07,+","0",",,0,31,+","0",",,0,31,+","32.8",",,0,31,","15.6",",0,16,","","","1515.3","0","","","","","","","","","413.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","207.2",",,,0","0",",,,0","4.99",",0","8.46",",,,0","1.52",",,,0","2497",",,,0"
"USC00351862","1958-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","23",",0","17",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","","","-2.8",",0,28,","0",",,0,28,+","0",",,0,28,+","37.1",",,0,25,","17.2",",0,24,+","","","1783.2","0","","","","","","","","","267.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198.6",",,,0","0",",,,0","8.77",",0","12.44",",,,0","5.10",",,,0","1810",",,,0"
"USC00351862","1958-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","18",",0","8",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","-3.3",",0,04,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,09,","17.8",",0,28,","","","2140.8","0","","","","","","","","","357.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9",",,,0","0",",,,0","6.80",",0","12.15",",,,0","1.44",",,,0","2527",",,,0"
"USC00351862","1958-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","22",",0","14",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","","","","","0.0",",0,05,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,16,","24.4",",0,13,","","","2394.6","0","","","","","","","","","253.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.9",",,,0","0",",,,0","9.87",",0","14.81",",,,0","4.94",",,,0","2718",",,,0"
"USC00351862","1958-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","9.2","0","9.2",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","0.6",",0,13,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,31,","30.0",",0,22,","128.3",",,,0","2492.4","0","","","","","","","","","97.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.5",",,,0","0",",,,0","15.47",",0","22.80",",,,0","8.15",",,,0","1142",",,,0"
"USC00351862","1958-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","41.8","0","32.6",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","4",",0","","","","","5.0",",0,28,","0",",,0,30,+","0",",,0,30,+","17.3",",,0,08,","33.9",",0,23,+","114.9","1,,,0","2547.7","0","","","","","","","","","55.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0",",,,0","0",",,,0","17.58",",0","23.17",",,,0","11.98",",,,0","1207",",,,0"
"USC00351862","1958-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","136.1","0","94.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","7.2",",0,23,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,01,","39.4",",0,28,","209.7",",,,0","3.8","0","","","","","","","","","3.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,,0","0",",,,0","21.25",",0","30.02",",,,0","12.48",",,,0","2084",",,,0"
"USC00351862","1958-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","217.7","0","81.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","8.3",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,30,+","35.6",",0,25,+","211.9",",,,0","4.1","0","","","","","","","","","0.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.6",",,,0","0",",,,0","20.96",",0","30.41",",,,0","11.50",",,,0","2119",",,,0"
"USC00351862","1958-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","241.4","0","23.7",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","","","","","1.7",",0,23,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,13,","36.7",",0,08,","117.5","2,,,0","77.6","0","","","","","","","","","73.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1",",,,0","0",",,,0","16.67",",0","24.13",",,,0","9.21",",,,0","2470",",,,0"
"USC00351862","1958-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","244.5","0","3.1",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","0.6",",0,23,","0",",,0,31,+","0",",,0,31,+","33.8",",,0,19,","30.6",",0,03,","63.2","2,,,0","261.4","0","","","","","","","","","183.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5",",,,0","0",",,,0","12.50",",0","19.75",",,,0","5.25",",,,0","1802",",,,0"
"USC00351862","1958-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","244.5","0","0.0",",0","21",",0","15",",0","1",",0","0",",0","0",",0","0",",0","9",",0","0",",0","1",",0","0",",0","","","","","-5.6",",0,28,","0",",,0,30,+","0",",,0,30,+","45.2",",,0,19,","21.1",",0,07,","","","575.4","0","","","","","","","","","314.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","215.7",",,,0","0",",,,0","7.87",",0","11.92",",,,0","3.81",",,,0","2387",",,,0"
"USC00351862","1958-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","244.5","0","0.0",",0","24",",0","12",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","0",",0","0",",0","","","","","-3.9",",0,14,","0",",,0,31,+","0",",,0,31,+","19.8",",,0,27,","17.2",",0,03,","","","926.2","0","","","","","","","","","350.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.7",",,,0","0",",,,0","7.02",",0","10.57",",,,0","3.46",",,,0","1671",",,,0"
"USC00351862","1959-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","25",",0","11",",0","4",",0","1",",0","0","2,0","0",",0","7",",0","3",",0","0",",0","0",",0","","","","","-7.8",",0,04,+","25",",,0,05,","0","2,,0,31,+","42.9",",,0,27,","14.4",",0,25,","","","1326.8","0","","","","","","","","","400.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267.4",",,,0","0","2,,,0","5.41",",0","8.65",",,,0","2.17",",,,0","1785",",,,0"
"USC00351862","1959-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","18",",0","10",",0","1",",0","2",",0","1",",0","0",",0","11",",0","0",",0","0",",0","0",",0","2","","","","-4.4",",0,12,","203",",,0,14,","185",",,0,14,","53.1",",,0,14,","13.3",",0,28,","","","1697.6","0","","","","","","","","","370.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.0",",,,0","185",",,,0","5.09",",0","9.31",",,,0","0.88",",,,0","2444",",,,0"
"USC00351862","1959-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","","","","","","","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","1","","","","-2.2",",0,14,","0",",,0,31,+","0",",,0,31,+","","","18.3",",0,01,","","","2040.9","0","","","","","","","","","343.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0",",,,0","7.26",",0","12.40",",,,0","2.11",",,,0","2492","2,,,0"
"USC00351862","1959-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","6",",0","0",",0","","","","","-2.2",",0,06,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,26,","23.3",",0,22,","","","2288.5","0","","","","","","","","","247.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.4",",,,0","0",",,,0","10.08",",0","16.22",",,,0","3.94",",,,0","1962",",,,0"
"USC00351862","1959-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","1.1",",0,04,","0",",,0,31,+","0",",,0,31,+","12.2",",,0,05,","27.2",",0,13,","97.9",",,,0","2493.3","0","","","","","","","","","204.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9",",,,0","0",",,,0","11.73",",0","17.52",",,,0","5.94",",,,0","974","4,,,0"
"USC00351862","1959-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","6.1","0","6.1",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","6.1",",0,15,+","0",",,0,30,+","0",",,0,30,+","15.2",",,0,05,","30.0",",0,20,","140.4",",,,0","2578.7","0","","","","","","","","","85.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3",",,,0","0",",,,0","15.69",",0","21.92",",,,0","9.46",",,,0","988",",,,0"
"USC00351862","1959-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","72.7","0","66.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,05,","37.8",",0,20,","232.2",",,,0","22.8","0","","","","","","","","","22.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1",",,,0","0",",,,0","19.75",",0","28.73",",,,0","10.77",",,,0","1838","2,,,0"
"USC00351862","1959-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","104.1","0","31.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","5.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","36.1",",0,01,","204.9",",,,0","50.8","0","","","","","","","","","28.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","18.44",",0","27.31",",,,0","9.57",",,,0","1742",",,,0"
"USC00351862","1959-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","108.6","0","4.5",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","","","","","3.3",",0,17,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,19,","32.2",",0,03,","81.5","3,,,0","156.7","0","","","","","","","","","105.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.9",",,,0","0",",,,0","14.95",",0","21.11",",,,0","8.80",",,,0","1858",",,,0"
"USC00351862","1959-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","108.6","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","6","","","","-1.1",",0,29,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,09,","23.9",",0,04,+","","","346.7","0","","","","","","","","","190.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.8",",,,0","0",",,,0","12.20",",0","17.77",",,,0","6.63",",,,0","1573",",,,0"
"USC00351862","1959-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","108.6","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","1","","","","-7.8",",0,14,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,23,","17.8",",0,01,","","","698.7","0","","","","","","","","","352.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7",",,,0","0",",,,0","6.60",",0","12.02",",,,0","1.18",",,,0","1845","3,,,0"
"USC00351862","1959-12","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","108.6","0","0.0",",0","20",",0","8",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","6","","","","-5.6",",0,06,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,12,","14.4",",0,16,","","","1139.5","0","","","","","","","","","440.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3",",,,0","0",",,,0","4.11",",0","7.42",",,,0","0.81",",,,0","1427",",,,0"
"USC00351862","1960-01","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","21",",0","11",",0","0",",0","3",",0","1",",0","0",",0","20",",0","4",",0","0",",0","0",",0","1","","","","-6.1",",0,04,+","76",",,0,19,","76",",,0,19,","21.3",",,0,08,","15.6",",0,31,","","","1647.1","0","","","","","","","","","507.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","111.3",",,,0","76",",,,0","1.96",",0","5.16",",,,0","-1.25",",,,0","1392",",,,0"
"USC00351862","1960-02","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","21",",0","12",",0","2",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","1","","","","-5.0",",0,27,","0",",,0,29,+","0",",,0,29,+","36.3",",,0,09,","13.3",",0,08,+","","","2021.6","0","","","","","","","","","374.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","164.8",",,,0","0",",,,0","5.42",",0","9.48",",,,0","1.36",",,,0","2621",",,,0"
"USC00351862","1960-03","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","21",",0","15",",0","1",",0","","","1",",0","0",",0","8",",0","0",",0","3",",0","0",",0","3","","","","-6.1",",0,01,","","","102",",,0,03,","30.7",",,0,30,","21.1",",0,25,+","","","2374.0","0","","","","","","","","","352.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","182.3",",,,0","102",",,,0","6.97",",0","11.85",",,,0","2.09",",,,0","1758",",,,0"
"USC00351862","1960-04","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0","1,0","18",",0","10",",0","0",",0","0","1,0","0",",0","0","1,0","3","1,0","0","1,0","4","1,0","0","1,0","","","","","-1.7","1,0,16,","0","1,,0,30,+","0",",T,0,08,","12.7",",,0,20,","23.3","1,0,05,","","","2628.9","0","","","","","","","","","254.9","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.7",",,,0","0",",T,,0","9.54","1,0","14.93","1,,,0","4.16","1,,,0","2582",",,,0"
"USC00351862","1960-05","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","0.0","0","0.0",",0","21",",0","14",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","","","","","0.0",",0,22,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,13,","24.4",",0,31,+","75.9","3,,,0","2846.8","0","","","","","","","","","217.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9",",,,0","0",",,,0","11.30",",0","16.67",",,,0","5.94",",,,0","1497",",,,0"
"USC00351862","1960-06","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","11.4","0","11.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","3.3",",0,17,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,15,","31.1",",0,24,","189.7",",,,0","2916.2","0","","","","","","","","","69.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","0",",,,0","16.40",",0","23.99",",,,0","8.81",",,,0","2546","2,,,0"
"USC00351862","1960-07","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","69.8","0","58.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","3.9",",0,09,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,26,","37.8",",0,07,","250.4",",,,0","21.0","0","","","","","","","","","21.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","19.54",",0","29.55",",,,0","9.53",",,,0","2818",",,,0"
"USC00351862","1960-08","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","98.5","0","28.7",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","","","","","5.0",",0,28,+","0",",,0,31,+","0",",,0,31,+","5.6",",,0,24,","38.9",",0,09,","172.4",",,,0","73.9","0","","","","","","","","","52.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4",",,,0","0",",,,0","17.55",",0","25.56",",,,0","9.55",",,,0","2485",",,,0"
"USC00351862","1960-09","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","114.0","0","15.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","","","2.8",",0,20,+","0",",,0,30,+","0",",,0,30,+","8.9",",,0,04,","33.3",",0,09,","119.6",",,,0","151.1","0","","","","","","","","","77.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.2",",,,0","0",",,,0","16.28",",0","24.28",",,,0","8.28",",,,0","2453",",,,0"
"USC00351862","1960-10","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","114.0","0","0.0",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","10",",0","0",",0","","","","","0.0",",0,30,+","0",",,0,31,+","0",",,0,31,+","13.2",",,0,08,","28.9",",0,01,","","","349.1","0","","","","","","","","","198.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.0",",,,0","0",",,,0","11.95",",0","18.52",",,,0","5.37",",,,0","2053",",,,0"
"USC00351862","1960-11","44.6341","-123.19","68.6","CORVALLIS STATE UNIVERSITY, OR US","114.0","0","0.0",",0","21",",0","14",",0","3",",0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","","","","","-1.1",",0,29,+","0",",,0,30,+","0",",,0,30,+","52.6",",,0,24,","17.8",",0,06,","","","682.3","0","","","","","","","","","333.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.7",",,,0","0",",,,0","7.23",",0","11.57",",,,0","2.88",",,,0","3135",",,,0"
